Keyword1,Keyword2,Keyword3,Keyword4,Headline1,Headline2,description,finalUrls,path1,path2,availability,bid,campaignname,adgroupname,campaignbudget
keyword210,keyword220,keyword230,keyword240,headline210,headline220,description210,http://finalurl210.com,folder210,folder220, in_stock,36, campaign46,adgroup46,200
keyword211,keyword221,keyword231,keyword241,headline211,headline221,description211,http://finalurl211.com,folder211,folder221, in_stock,36, campaign46,adgroup46,200
keyword212,keyword222,keyword232,keyword242,headline212,headline222,description212,http://finalurl212.com,folder212,folder222, in_stock,36, campaign46,adgroup46,200
keyword213,keyword223,keyword233,keyword243,headline213,headline223,description213,http://finalurl213.com,folder213,folder223, in_stock,36, campaign46,adgroup46,200
keyword214,keyword224,keyword234,keyword244,headline214,headline224,description214,http://finalurl214.com,folder214,folder224, in_stock,36, campaign46,adgroup46,200
keyword215,keyword225,keyword235,keyword245,headline215,headline225,description215,http://finalurl215.com,folder215,folder225, in_stock,36, campaign46,adgroup46,200
keyword216,keyword226,keyword236,keyword246,headline216,headline226,description216,http://finalurl216.com,folder216,folder226, in_stock,45, campaign47,adgroup47,110
keyword217,keyword227,keyword237,keyword247,headline217,headline227,description217,http://finalurl217.com,folder217,folder227, in_stock,45, campaign47,adgroup47,110
keyword218,keyword228,keyword238,keyword248,headline218,headline228,description218,http://finalurl218.com,folder218,folder228, in_stock,45, campaign47,adgroup47,110
keyword219,keyword229,keyword239,keyword249,headline219,headline229,description219,http://finalurl219.com,folder219,folder229, in_stock,45, campaign47,adgroup47,110
keyword220,keyword230,keyword240,keyword250,headline220,headline230,description220,http://finalurl220.com,folder220,folder230, in_stock,45, campaign47,adgroup47,110
keyword221,keyword231,keyword241,keyword251,headline221,headline231,description221,http://finalurl221.com,folder221,folder231, in_stock,45, campaign47,adgroup47,110
keyword222,keyword232,keyword242,keyword252,headline222,headline232,description222,http://finalurl222.com,folder222,folder232, in_stock,45, campaign47,adgroup47,110
keyword223,keyword233,keyword243,keyword253,headline223,headline233,description223,http://finalurl223.com,folder223,folder233, in_stock,45, campaign47,adgroup47,110
keyword224,keyword234,keyword244,keyword254,headline224,headline234,description224,http://finalurl224.com,folder224,folder234, in_stock,45, campaign47,adgroup47,110
keyword225,keyword235,keyword245,keyword255,headline225,headline235,description225,http://finalurl225.com,folder225,folder235, in_stock,45, campaign47,adgroup47,110
keyword226,keyword236,keyword246,keyword256,headline226,headline236,description226,http://finalurl226.com,folder226,folder236, in_stock,45, campaign47,adgroup47,110
keyword227,keyword237,keyword247,keyword257,headline227,headline237,description227,http://finalurl227.com,folder227,folder237, in_stock,45, campaign47,adgroup47,110
keyword228,keyword238,keyword248,keyword258,headline228,headline238,description228,http://finalurl228.com,folder228,folder238, in_stock,45, campaign47,adgroup47,110
keyword229,keyword239,keyword249,keyword259,headline229,headline239,description229,http://finalurl229.com,folder229,folder239, in_stock,45, campaign47,adgroup47,110
keyword230,keyword240,keyword250,keyword260,headline230,headline240,description230,http://finalurl230.com,folder230,folder240, in_stock,45, campaign47,adgroup47,110
keyword231,keyword241,keyword251,keyword261,headline231,headline241,description231,http://finalurl231.com,folder231,folder241, in_stock,45, campaign47,adgroup47,110
keyword232,keyword242,keyword252,keyword262,headline232,headline242,description232,http://finalurl232.com,folder232,folder242, in_stock,45, campaign47,adgroup47,110
keyword233,keyword243,keyword253,keyword263,headline233,headline243,description233,http://finalurl233.com,folder233,folder243, in_stock,45, campaign47,adgroup47,110
keyword234,keyword244,keyword254,keyword264,headline234,headline244,description234,http://finalurl234.com,folder234,folder244, in_stock,45, campaign47,adgroup47,110
keyword235,keyword245,keyword255,keyword265,headline235,headline245,description235,http://finalurl235.com,folder235,folder245, in_stock,45, campaign47,adgroup47,110
keyword236,keyword246,keyword256,keyword266,headline236,headline246,description236,http://finalurl236.com,folder236,folder246, in_stock,45, campaign47,adgroup47,110
keyword237,keyword247,keyword257,keyword267,headline237,headline247,description237,http://finalurl237.com,folder237,folder247, in_stock,45, campaign47,adgroup47,110
keyword238,keyword248,keyword258,keyword268,headline238,headline248,description238,http://finalurl238.com,folder238,folder248, in_stock,45, campaign47,adgroup47,110
keyword239,keyword249,keyword259,keyword269,headline239,headline249,description239,http://finalurl239.com,folder239,folder249, in_stock,45, campaign47,adgroup47,110
keyword240,keyword250,keyword260,keyword270,headline240,headline250,description240,http://finalurl240.com,folder240,folder250, in_stock,45, campaign47,adgroup47,110
keyword241,keyword251,keyword261,keyword271,headline241,headline251,description241,http://finalurl241.com,folder241,folder251, in_stock,45, campaign47,adgroup47,110
keyword242,keyword252,keyword262,keyword272,headline242,headline252,description242,http://finalurl242.com,folder242,folder252, in_stock,45, campaign47,adgroup47,110
keyword243,keyword253,keyword263,keyword273,headline243,headline253,description243,http://finalurl243.com,folder243,folder253, in_stock,45, campaign47,adgroup47,110
keyword244,keyword254,keyword264,keyword274,headline244,headline254,description244,http://finalurl244.com,folder244,folder254, in_stock,45, campaign47,adgroup47,110
keyword245,keyword255,keyword265,keyword275,headline245,headline255,description245,http://finalurl245.com,folder245,folder255, in_stock,45, campaign47,adgroup47,110
keyword246,keyword256,keyword266,keyword276,headline246,headline256,description246,http://finalurl246.com,folder246,folder256, in_stock,45, campaign47,adgroup47,110
keyword247,keyword257,keyword267,keyword277,headline247,headline257,description247,http://finalurl247.com,folder247,folder257, in_stock,45, campaign47,adgroup47,110
keyword248,keyword258,keyword268,keyword278,headline248,headline258,description248,http://finalurl248.com,folder248,folder258, in_stock,45, campaign47,adgroup47,110
keyword249,keyword259,keyword269,keyword279,headline249,headline259,description249,http://finalurl249.com,folder249,folder259, in_stock,45, campaign47,adgroup47,110
keyword250,keyword260,keyword270,keyword280,headline250,headline260,description250,http://finalurl250.com,folder250,folder260, in_stock,45, campaign47,adgroup47,110
keyword251,keyword261,keyword271,keyword281,headline251,headline261,description251,http://finalurl251.com,folder251,folder261, in_stock,45, campaign47,adgroup47,110
keyword252,keyword262,keyword272,keyword282,headline252,headline262,description252,http://finalurl252.com,folder252,folder262, in_stock,45, campaign47,adgroup47,110
keyword253,keyword263,keyword273,keyword283,headline253,headline263,description253,http://finalurl253.com,folder253,folder263, in_stock,45, campaign47,adgroup47,110
keyword254,keyword264,keyword274,keyword284,headline254,headline264,description254,http://finalurl254.com,folder254,folder264, in_stock,45, campaign47,adgroup47,110
keyword255,keyword265,keyword275,keyword285,headline255,headline265,description255,http://finalurl255.com,folder255,folder265, in_stock,45, campaign47,adgroup47,110
keyword256,keyword266,keyword276,keyword286,headline256,headline266,description256,http://finalurl256.com,folder256,folder266, in_stock,45, campaign47,adgroup47,110
keyword257,keyword267,keyword277,keyword287,headline257,headline267,description257,http://finalurl257.com,folder257,folder267, in_stock,45, campaign47,adgroup47,110
keyword258,keyword268,keyword278,keyword288,headline258,headline268,description258,http://finalurl258.com,folder258,folder268, in_stock,45, campaign47,adgroup47,110
keyword259,keyword269,keyword279,keyword289,headline259,headline269,description259,http://finalurl259.com,folder259,folder269, in_stock,45, campaign47,adgroup47,110
keyword260,keyword270,keyword280,keyword290,headline260,headline270,description260,http://finalurl260.com,folder260,folder270, in_stock,45, campaign47,adgroup47,110
keyword261,keyword271,keyword281,keyword291,headline261,headline271,description261,http://finalurl261.com,folder261,folder271, in_stock,45, campaign47,adgroup47,110
keyword262,keyword272,keyword282,keyword292,headline262,headline272,description262,http://finalurl262.com,folder262,folder272, in_stock,45, campaign47,adgroup47,110
keyword263,keyword273,keyword283,keyword293,headline263,headline273,description263,http://finalurl263.com,folder263,folder273, in_stock,45, campaign47,adgroup47,110
keyword264,keyword274,keyword284,keyword294,headline264,headline274,description264,http://finalurl264.com,folder264,folder274, in_stock,45, campaign47,adgroup47,110
keyword265,keyword275,keyword285,keyword295,headline265,headline275,description265,http://finalurl265.com,folder265,folder275, in_stock,45, campaign47,adgroup47,110
keyword266,keyword276,keyword286,keyword296,headline266,headline276,description266,http://finalurl266.com,folder266,folder276, in_stock,45, campaign47,adgroup47,110
keyword267,keyword277,keyword287,keyword297,headline267,headline277,description267,http://finalurl267.com,folder267,folder277, in_stock,45, campaign47,adgroup47,110
keyword268,keyword278,keyword288,keyword298,headline268,headline278,description268,http://finalurl268.com,folder268,folder278, in_stock,45, campaign47,adgroup47,110
keyword269,keyword279,keyword289,keyword299,headline269,headline279,description269,http://finalurl269.com,folder269,folder279, in_stock,45, campaign47,adgroup47,110
keyword270,keyword280,keyword290,keyword300,headline270,headline280,description270,http://finalurl270.com,folder270,folder280, in_stock,45, campaign47,adgroup47,110
keyword271,keyword281,keyword291,keyword301,headline271,headline281,description271,http://finalurl271.com,folder271,folder281, in_stock,45, campaign47,adgroup47,110
keyword272,keyword282,keyword292,keyword302,headline272,headline282,description272,http://finalurl272.com,folder272,folder282, in_stock,45, campaign47,adgroup47,110
keyword273,keyword283,keyword293,keyword303,headline273,headline283,description273,http://finalurl273.com,folder273,folder283, in_stock,45, campaign47,adgroup47,110
keyword274,keyword284,keyword294,keyword304,headline274,headline284,description274,http://finalurl274.com,folder274,folder284, in_stock,45, campaign47,adgroup47,110
keyword275,keyword285,keyword295,keyword305,headline275,headline285,description275,http://finalurl275.com,folder275,folder285, in_stock,45, campaign47,adgroup47,110
keyword276,keyword286,keyword296,keyword306,headline276,headline286,description276,http://finalurl276.com,folder276,folder286, in_stock,45, campaign47,adgroup47,110
keyword277,keyword287,keyword297,keyword307,headline277,headline287,description277,http://finalurl277.com,folder277,folder287, in_stock,45, campaign47,adgroup47,110
keyword278,keyword288,keyword298,keyword308,headline278,headline288,description278,http://finalurl278.com,folder278,folder288, in_stock,45, campaign47,adgroup47,110
keyword279,keyword289,keyword299,keyword309,headline279,headline289,description279,http://finalurl279.com,folder279,folder289, in_stock,45, campaign47,adgroup47,110
keyword280,keyword290,keyword300,keyword310,headline280,headline290,description280,http://finalurl280.com,folder280,folder290, in_stock,45, campaign47,adgroup47,110
keyword281,keyword291,keyword301,keyword311,headline281,headline291,description281,http://finalurl281.com,folder281,folder291, in_stock,45, campaign47,adgroup47,110
keyword282,keyword292,keyword302,keyword312,headline282,headline292,description282,http://finalurl282.com,folder282,folder292, in_stock,45, campaign47,adgroup47,110
keyword283,keyword293,keyword303,keyword313,headline283,headline293,description283,http://finalurl283.com,folder283,folder293, in_stock,45, campaign47,adgroup47,110
keyword284,keyword294,keyword304,keyword314,headline284,headline294,description284,http://finalurl284.com,folder284,folder294, in_stock,45, campaign47,adgroup47,110
keyword285,keyword295,keyword305,keyword315,headline285,headline295,description285,http://finalurl285.com,folder285,folder295, in_stock,45, campaign47,adgroup47,110
keyword286,keyword296,keyword306,keyword316,headline286,headline296,description286,http://finalurl286.com,folder286,folder296, in_stock,45, campaign47,adgroup47,110
keyword287,keyword297,keyword307,keyword317,headline287,headline297,description287,http://finalurl287.com,folder287,folder297, in_stock,45, campaign47,adgroup47,110
keyword288,keyword298,keyword308,keyword318,headline288,headline298,description288,http://finalurl288.com,folder288,folder298, in_stock,45, campaign47,adgroup47,110
keyword289,keyword299,keyword309,keyword319,headline289,headline299,description289,http://finalurl289.com,folder289,folder299, in_stock,45, campaign47,adgroup47,110
keyword290,keyword300,keyword310,keyword320,headline290,headline300,description290,http://finalurl290.com,folder290,folder300, in_stock,45, campaign47,adgroup47,110
keyword291,keyword301,keyword311,keyword321,headline291,headline301,description291,http://finalurl291.com,folder291,folder301, in_stock,45, campaign47,adgroup47,110
keyword292,keyword302,keyword312,keyword322,headline292,headline302,description292,http://finalurl292.com,folder292,folder302, in_stock,45, campaign47,adgroup47,110
keyword293,keyword303,keyword313,keyword323,headline293,headline303,description293,http://finalurl293.com,folder293,folder303, in_stock,45, campaign47,adgroup47,110
keyword294,keyword304,keyword314,keyword324,headline294,headline304,description294,http://finalurl294.com,folder294,folder304, in_stock,87, campaign47,adgroup49,110
keyword295,keyword305,keyword315,keyword325,headline295,headline305,description295,http://finalurl295.com,folder295,folder305, in_stock,87, campaign47,adgroup49,110
keyword296,keyword306,keyword316,keyword326,headline296,headline306,description296,http://finalurl296.com,folder296,folder306, in_stock,87, campaign47,adgroup49,110
keyword297,keyword307,keyword317,keyword327,headline297,headline307,description297,http://finalurl297.com,folder297,folder307, in_stock,87, campaign47,adgroup49,110
keyword298,keyword308,keyword318,keyword328,headline298,headline308,description298,http://finalurl298.com,folder298,folder308, in_stock,87, campaign47,adgroup49,110
keyword299,keyword309,keyword319,keyword329,headline299,headline309,description299,http://finalurl299.com,folder299,folder309, in_stock,87, campaign47,adgroup49,110
keyword300,keyword310,keyword320,keyword330,headline300,headline310,description300,http://finalurl300.com,folder300,folder310, in_stock,87, campaign47,adgroup49,110
keyword301,keyword311,keyword321,keyword331,headline301,headline311,description301,http://finalurl301.com,folder301,folder311, in_stock,87, campaign47,adgroup49,110
keyword302,keyword312,keyword322,keyword332,headline302,headline312,description302,http://finalurl302.com,folder302,folder312, in_stock,87, campaign47,adgroup49,110
keyword303,keyword313,keyword323,keyword333,headline303,headline313,description303,http://finalurl303.com,folder303,folder313, in_stock,87, campaign47,adgroup49,110
keyword304,keyword314,keyword324,keyword334,headline304,headline314,description304,http://finalurl304.com,folder304,folder314, in_stock,87, campaign47,adgroup49,110
keyword305,keyword315,keyword325,keyword335,headline305,headline315,description305,http://finalurl305.com,folder305,folder315, in_stock,87, campaign47,adgroup49,110
keyword306,keyword316,keyword326,keyword336,headline306,headline316,description306,http://finalurl306.com,folder306,folder316, in_stock,87, campaign47,adgroup49,110
keyword307,keyword317,keyword327,keyword337,headline307,headline317,description307,http://finalurl307.com,folder307,folder317, in_stock,87, campaign47,adgroup49,110
keyword308,keyword318,keyword328,keyword338,headline308,headline318,description308,http://finalurl308.com,folder308,folder318, in_stock,87, campaign47,adgroup49,110
keyword309,keyword319,keyword329,keyword339,headline309,headline319,description309,http://finalurl309.com,folder309,folder319, in_stock,87, campaign47,adgroup49,110
keyword310,keyword320,keyword330,keyword340,headline310,headline320,description310,http://finalurl310.com,folder310,folder320, in_stock,87, campaign47,adgroup49,110
keyword311,keyword321,keyword331,keyword341,headline311,headline321,description311,http://finalurl311.com,folder311,folder321, in_stock,87, campaign47,adgroup49,110
keyword312,keyword322,keyword332,keyword342,headline312,headline322,description312,http://finalurl312.com,folder312,folder322, in_stock,87, campaign47,adgroup49,110
keyword313,keyword323,keyword333,keyword343,headline313,headline323,description313,http://finalurl313.com,folder313,folder323, in_stock,87, campaign47,adgroup49,110
keyword314,keyword324,keyword334,keyword344,headline314,headline324,description314,http://finalurl314.com,folder314,folder324, in_stock,87, campaign47,adgroup49,110
keyword315,keyword325,keyword335,keyword345,headline315,headline325,description315,http://finalurl315.com,folder315,folder325, in_stock,87, campaign47,adgroup49,110
keyword316,keyword326,keyword336,keyword346,headline316,headline326,description316,http://finalurl316.com,folder316,folder326, in_stock,87, campaign47,adgroup49,110
keyword317,keyword327,keyword337,keyword347,headline317,headline327,description317,http://finalurl317.com,folder317,folder327, in_stock,87, campaign47,adgroup49,110
keyword318,keyword328,keyword338,keyword348,headline318,headline328,description318,http://finalurl318.com,folder318,folder328, in_stock,87, campaign47,adgroup49,110
keyword319,keyword329,keyword339,keyword349,headline319,headline329,description319,http://finalurl319.com,folder319,folder329, in_stock,87, campaign47,adgroup49,110
keyword320,keyword330,keyword340,keyword350,headline320,headline330,description320,http://finalurl320.com,folder320,folder330, in_stock,87, campaign47,adgroup49,110
keyword321,keyword331,keyword341,keyword351,headline321,headline331,description321,http://finalurl321.com,folder321,folder331, in_stock,87, campaign47,adgroup49,110
keyword322,keyword332,keyword342,keyword352,headline322,headline332,description322,http://finalurl322.com,folder322,folder332, in_stock,87, campaign47,adgroup49,110
keyword323,keyword333,keyword343,keyword353,headline323,headline333,description323,http://finalurl323.com,folder323,folder333, in_stock,87, campaign47,adgroup49,110
keyword324,keyword334,keyword344,keyword354,headline324,headline334,description324,http://finalurl324.com,folder324,folder334, in_stock,87, campaign47,adgroup49,110
keyword325,keyword335,keyword345,keyword355,headline325,headline335,description325,http://finalurl325.com,folder325,folder335, in_stock,87, campaign47,adgroup49,110
keyword326,keyword336,keyword346,keyword356,headline326,headline336,description326,http://finalurl326.com,folder326,folder336, in_stock,87, campaign47,adgroup49,110
keyword327,keyword337,keyword347,keyword357,headline327,headline337,description327,http://finalurl327.com,folder327,folder337, in_stock,87, campaign47,adgroup49,110
keyword328,keyword338,keyword348,keyword358,headline328,headline338,description328,http://finalurl328.com,folder328,folder338, in_stock,87, campaign47,adgroup49,110
keyword329,keyword339,keyword349,keyword359,headline329,headline339,description329,http://finalurl329.com,folder329,folder339, in_stock,87, campaign47,adgroup49,110
keyword330,keyword340,keyword350,keyword360,headline330,headline340,description330,http://finalurl330.com,folder330,folder340, in_stock,87, campaign47,adgroup49,110
keyword331,keyword341,keyword351,keyword361,headline331,headline341,description331,http://finalurl331.com,folder331,folder341, in_stock,73, campaign47,adgroup55,110
keyword332,keyword342,keyword352,keyword362,headline332,headline342,description332,http://finalurl332.com,folder332,folder342, in_stock,73, campaign47,adgroup55,110
keyword333,keyword343,keyword353,keyword363,headline333,headline343,description333,http://finalurl333.com,folder333,folder343, in_stock,73, campaign47,adgroup55,110
keyword334,keyword344,keyword354,keyword364,headline334,headline344,description334,http://finalurl334.com,folder334,folder344, in_stock,73, campaign47,adgroup55,110
keyword335,keyword345,keyword355,keyword365,headline335,headline345,description335,http://finalurl335.com,folder335,folder345, in_stock,73, campaign47,adgroup55,110
keyword336,keyword346,keyword356,keyword366,headline336,headline346,description336,http://finalurl336.com,folder336,folder346, in_stock,73, campaign47,adgroup55,110
keyword337,keyword347,keyword357,keyword367,headline337,headline347,description337,http://finalurl337.com,folder337,folder347, in_stock,73, campaign47,adgroup55,110
keyword338,keyword348,keyword358,keyword368,headline338,headline348,description338,http://finalurl338.com,folder338,folder348, in_stock,73, campaign47,adgroup55,110
keyword339,keyword349,keyword359,keyword369,headline339,headline349,description339,http://finalurl339.com,folder339,folder349, in_stock,73, campaign47,adgroup55,110
keyword340,keyword350,keyword360,keyword370,headline340,headline350,description340,http://finalurl340.com,folder340,folder350, in_stock,73, campaign47,adgroup55,110
keyword341,keyword351,keyword361,keyword371,headline341,headline351,description341,http://finalurl341.com,folder341,folder351, in_stock,73, campaign47,adgroup55,110
keyword342,keyword352,keyword362,keyword372,headline342,headline352,description342,http://finalurl342.com,folder342,folder352, in_stock,73, campaign47,adgroup55,110
keyword343,keyword353,keyword363,keyword373,headline343,headline353,description343,http://finalurl343.com,folder343,folder353, in_stock,73, campaign47,adgroup55,110
keyword344,keyword354,keyword364,keyword374,headline344,headline354,description344,http://finalurl344.com,folder344,folder354, in_stock,73, campaign47,adgroup55,110
keyword345,keyword355,keyword365,keyword375,headline345,headline355,description345,http://finalurl345.com,folder345,folder355, in_stock,73, campaign47,adgroup55,110
keyword346,keyword356,keyword366,keyword376,headline346,headline356,description346,http://finalurl346.com,folder346,folder356, in_stock,73, campaign47,adgroup55,110
keyword347,keyword357,keyword367,keyword377,headline347,headline357,description347,http://finalurl347.com,folder347,folder357, in_stock,73, campaign47,adgroup55,110
keyword348,keyword358,keyword368,keyword378,headline348,headline358,description348,http://finalurl348.com,folder348,folder358, in_stock,73, campaign47,adgroup55,110
keyword349,keyword359,keyword369,keyword379,headline349,headline359,description349,http://finalurl349.com,folder349,folder359, in_stock,73, campaign47,adgroup55,110
keyword350,keyword360,keyword370,keyword380,headline350,headline360,description350,http://finalurl350.com,folder350,folder360, in_stock,73, campaign47,adgroup55,110
keyword351,keyword361,keyword371,keyword381,headline351,headline361,description351,http://finalurl351.com,folder351,folder361, in_stock,73, campaign47,adgroup55,110
keyword352,keyword362,keyword372,keyword382,headline352,headline362,description352,http://finalurl352.com,folder352,folder362, in_stock,73, campaign47,adgroup55,110
keyword353,keyword363,keyword373,keyword383,headline353,headline363,description353,http://finalurl353.com,folder353,folder363, in_stock,73, campaign47,adgroup55,110
keyword354,keyword364,keyword374,keyword384,headline354,headline364,description354,http://finalurl354.com,folder354,folder364, in_stock,73, campaign47,adgroup55,110
keyword355,keyword365,keyword375,keyword385,headline355,headline365,description355,http://finalurl355.com,folder355,folder365, in_stock,73, campaign47,adgroup55,110
keyword356,keyword366,keyword376,keyword386,headline356,headline366,description356,http://finalurl356.com,folder356,folder366, in_stock,73, campaign47,adgroup55,110
keyword357,keyword367,keyword377,keyword387,headline357,headline367,description357,http://finalurl357.com,folder357,folder367, in_stock,73, campaign47,adgroup55,110
keyword358,keyword368,keyword378,keyword388,headline358,headline368,description358,http://finalurl358.com,folder358,folder368, in_stock,73, campaign47,adgroup55,110
keyword359,keyword369,keyword379,keyword389,headline359,headline369,description359,http://finalurl359.com,folder359,folder369, in_stock,73, campaign47,adgroup55,110
keyword360,keyword370,keyword380,keyword390,headline360,headline370,description360,http://finalurl360.com,folder360,folder370, in_stock,73, campaign47,adgroup55,110
keyword361,keyword371,keyword381,keyword391,headline361,headline371,description361,http://finalurl361.com,folder361,folder371, in_stock,73, campaign47,adgroup55,110
keyword362,keyword372,keyword382,keyword392,headline362,headline372,description362,http://finalurl362.com,folder362,folder372, in_stock,73, campaign47,adgroup55,110
keyword363,keyword373,keyword383,keyword393,headline363,headline373,description363,http://finalurl363.com,folder363,folder373, in_stock,73, campaign47,adgroup55,110
keyword364,keyword374,keyword384,keyword394,headline364,headline374,description364,http://finalurl364.com,folder364,folder374, in_stock,73, campaign47,adgroup55,110
keyword365,keyword375,keyword385,keyword395,headline365,headline375,description365,http://finalurl365.com,folder365,folder375, in_stock,73, campaign47,adgroup55,110
keyword366,keyword376,keyword386,keyword396,headline366,headline376,description366,http://finalurl366.com,folder366,folder376, in_stock,73, campaign47,adgroup55,110
keyword367,keyword377,keyword387,keyword397,headline367,headline377,description367,http://finalurl367.com,folder367,folder377, in_stock,73, campaign47,adgroup55,110
keyword368,keyword378,keyword388,keyword398,headline368,headline378,description368,http://finalurl368.com,folder368,folder378, in_stock,73, campaign47,adgroup55,110
keyword369,keyword379,keyword389,keyword399,headline369,headline379,description369,http://finalurl369.com,folder369,folder379, in_stock,73, campaign47,adgroup55,110
keyword370,keyword380,keyword390,keyword400,headline370,headline380,description370,http://finalurl370.com,folder370,folder380, in_stock,73, campaign47,adgroup55,110
keyword371,keyword381,keyword391,keyword401,headline371,headline381,description371,http://finalurl371.com,folder371,folder381, in_stock,73, campaign47,adgroup55,110
keyword372,keyword382,keyword392,keyword402,headline372,headline382,description372,http://finalurl372.com,folder372,folder382, in_stock,73, campaign47,adgroup55,110
keyword373,keyword383,keyword393,keyword403,headline373,headline383,description373,http://finalurl373.com,folder373,folder383, in_stock,73, campaign47,adgroup55,110
keyword374,keyword384,keyword394,keyword404,headline374,headline384,description374,http://finalurl374.com,folder374,folder384, in_stock,73, campaign47,adgroup55,110
keyword375,keyword385,keyword395,keyword405,headline375,headline385,description375,http://finalurl375.com,folder375,folder385, in_stock,73, campaign47,adgroup55,110
keyword376,keyword386,keyword396,keyword406,headline376,headline386,description376,http://finalurl376.com,folder376,folder386, in_stock,73, campaign47,adgroup55,110
keyword377,keyword387,keyword397,keyword407,headline377,headline387,description377,http://finalurl377.com,folder377,folder387, in_stock,73, campaign47,adgroup55,110
keyword378,keyword388,keyword398,keyword408,headline378,headline388,description378,http://finalurl378.com,folder378,folder388, in_stock,73, campaign47,adgroup55,110
keyword379,keyword389,keyword399,keyword409,headline379,headline389,description379,http://finalurl379.com,folder379,folder389, in_stock,73, campaign47,adgroup55,110
keyword380,keyword390,keyword400,keyword410,headline380,headline390,description380,http://finalurl380.com,folder380,folder390, in_stock,73, campaign47,adgroup55,110
keyword381,keyword391,keyword401,keyword411,headline381,headline391,description381,http://finalurl381.com,folder381,folder391, in_stock,73, campaign47,adgroup55,110
keyword382,keyword392,keyword402,keyword412,headline382,headline392,description382,http://finalurl382.com,folder382,folder392, in_stock,73, campaign47,adgroup55,110
keyword383,keyword393,keyword403,keyword413,headline383,headline393,description383,http://finalurl383.com,folder383,folder393, in_stock,73, campaign47,adgroup55,110
keyword384,keyword394,keyword404,keyword414,headline384,headline394,description384,http://finalurl384.com,folder384,folder394, in_stock,73, campaign47,adgroup55,110
keyword385,keyword395,keyword405,keyword415,headline385,headline395,description385,http://finalurl385.com,folder385,folder395, in_stock,73, campaign47,adgroup55,110
keyword386,keyword396,keyword406,keyword416,headline386,headline396,description386,http://finalurl386.com,folder386,folder396, in_stock,73, campaign47,adgroup55,110
keyword387,keyword397,keyword407,keyword417,headline387,headline397,description387,http://finalurl387.com,folder387,folder397, in_stock,73, campaign47,adgroup55,110
keyword388,keyword398,keyword408,keyword418,headline388,headline398,description388,http://finalurl388.com,folder388,folder398, in_stock,73, campaign47,adgroup55,110
keyword389,keyword399,keyword409,keyword419,headline389,headline399,description389,http://finalurl389.com,folder389,folder399, in_stock,73, campaign47,adgroup55,110
keyword390,keyword400,keyword410,keyword420,headline390,headline400,description390,http://finalurl390.com,folder390,folder400, in_stock,73, campaign47,adgroup55,110
keyword391,keyword401,keyword411,keyword421,headline391,headline401,description391,http://finalurl391.com,folder391,folder401, in_stock,73, campaign47,adgroup55,110
keyword392,keyword402,keyword412,keyword422,headline392,headline402,description392,http://finalurl392.com,folder392,folder402, in_stock,73, campaign47,adgroup55,110
keyword393,keyword403,keyword413,keyword423,headline393,headline403,description393,http://finalurl393.com,folder393,folder403, in_stock,73, campaign47,adgroup55,110
keyword394,keyword404,keyword414,keyword424,headline394,headline404,description394,http://finalurl394.com,folder394,folder404, in_stock,73, campaign47,adgroup55,110
keyword395,keyword405,keyword415,keyword425,headline395,headline405,description395,http://finalurl395.com,folder395,folder405, in_stock,73, campaign47,adgroup55,110
keyword396,keyword406,keyword416,keyword426,headline396,headline406,description396,http://finalurl396.com,folder396,folder406, in_stock,73, campaign47,adgroup55,110
keyword397,keyword407,keyword417,keyword427,headline397,headline407,description397,http://finalurl397.com,folder397,folder407, in_stock,73, campaign47,adgroup55,110
keyword398,keyword408,keyword418,keyword428,headline398,headline408,description398,http://finalurl398.com,folder398,folder408, in_stock,73, campaign47,adgroup55,110
keyword399,keyword409,keyword419,keyword429,headline399,headline409,description399,http://finalurl399.com,folder399,folder409, in_stock,73, campaign47,adgroup55,110
keyword400,keyword410,keyword420,keyword430,headline400,headline410,description400,http://finalurl400.com,folder400,folder410, in_stock,73, campaign47,adgroup55,110
keyword401,keyword411,keyword421,keyword431,headline401,headline411,description401,http://finalurl401.com,folder401,folder411, in_stock,73, campaign47,adgroup55,110
keyword402,keyword412,keyword422,keyword432,headline402,headline412,description402,http://finalurl402.com,folder402,folder412, in_stock,73, campaign47,adgroup55,110
keyword403,keyword413,keyword423,keyword433,headline403,headline413,description403,http://finalurl403.com,folder403,folder413, in_stock,73, campaign47,adgroup55,110
keyword404,keyword414,keyword424,keyword434,headline404,headline414,description404,http://finalurl404.com,folder404,folder414, in_stock,73, campaign47,adgroup55,110
keyword405,keyword415,keyword425,keyword435,headline405,headline415,description405,http://finalurl405.com,folder405,folder415, in_stock,73, campaign47,adgroup55,110
keyword406,keyword416,keyword426,keyword436,headline406,headline416,description406,http://finalurl406.com,folder406,folder416, in_stock,73, campaign47,adgroup55,110
keyword407,keyword417,keyword427,keyword437,headline407,headline417,description407,http://finalurl407.com,folder407,folder417, in_stock,73, campaign47,adgroup55,110
keyword408,keyword418,keyword428,keyword438,headline408,headline418,description408,http://finalurl408.com,folder408,folder418, in_stock,73, campaign47,adgroup55,110
keyword409,keyword419,keyword429,keyword439,headline409,headline419,description409,http://finalurl409.com,folder409,folder419, in_stock,73, campaign47,adgroup55,110
keyword410,keyword420,keyword430,keyword440,headline410,headline420,description410,http://finalurl410.com,folder410,folder420, in_stock,73, campaign47,adgroup55,110
